n,k,risk,CG23,U
7.614000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.997279814727892309e-04,1.967852317618724260e-03
7.615000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.996098824858971823e-04,1.967852317618724260e-03
7.616000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.994918144984614993e-04,1.967852317618724260e-03
7.617000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.993737774982806790e-04,1.967852317618724260e-03
7.618000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.992557714731548449e-04,1.967852317618724260e-03
7.619000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.991377964108933363e-04,1.967852317618724260e-03
7.620000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.990198522993126480e-04,1.967852317618724260e-03
7.621000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.989019391262335033e-04,1.967852317618724260e-03
7.622000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.987840568794836730e-04,1.967852317618724260e-03
7.623000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.986662055468987338e-04,1.967852317618724260e-03
7.624000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.985483851163202258e-04,1.967852317618724260e-03
7.625000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.984305955755942426e-04,1.967852317618724260e-03
7.626000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.983128369125740337e-04,1.967852317618724260e-03
7.627000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.981951091151196788e-04,1.967852317618724260e-03
7.628000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.980774121710997145e-04,1.967852317618724260e-03
7.629000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.979597460683846292e-04,1.967852317618724260e-03
7.630000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.978421107948539098e-04,1.967852317618724260e-03
7.631000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.977245063383940907e-04,1.967852317618724260e-03
7.632000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.976069326868969106e-04,1.967852317618724260e-03
7.633000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.974893898282589868e-04,1.967852317618724260e-03
7.634000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.973718777503849600e-04,1.967852317618724260e-03
7.635000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.972543964411871685e-04,1.967852317618724260e-03
7.636000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.971369458885817454e-04,1.967852317618724260e-03
7.637000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.970195260804918712e-04,1.967852317618724260e-03
7.638000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.969021370048487493e-04,1.967852317618724260e-03
7.639000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.967847786495865108e-04,1.967852317618724260e-03
7.640000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.966674510026506704e-04,1.967852317618724260e-03
7.641000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.965501540519854422e-04,1.967852317618724260e-03
7.642000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.964328877855496768e-04,1.967852317618724260e-03
7.643000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.963156521913043934e-04,1.967852317618724260e-03
7.644000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.961984472572146225e-04,1.967852317618724260e-03
7.645000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.960812729712560199e-04,1.967852317618724260e-03
7.646000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.959641293214090120e-04,1.967852317618724260e-03
7.647000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.958470162956605302e-04,1.967852317618724260e-03
7.648000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.957299338820018430e-04,1.967852317618724260e-03
7.649000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.956128820684319163e-04,1.967852317618724260e-03
7.650000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.954958608429582816e-04,1.967852317618724260e-03
7.651000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.953788701935903134e-04,1.967852317618724260e-03
7.652000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.952619101083476860e-04,1.967852317618724260e-03
7.653000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.951449805752536518e-04,1.967852317618724260e-03
7.654000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.950280815823380767e-04,1.967852317618724260e-03
7.655000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.949112131176373318e-04,1.967852317618724260e-03
7.656000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.947943751691954861e-04,1.967852317618724260e-03
7.657000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.946775677250612705e-04,1.967852317618724260e-03
7.658000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.945607907732911141e-04,1.967852317618724260e-03
7.659000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.944440443019446981e-04,1.967852317618724260e-03
7.660000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.943273282990903779e-04,1.967852317618724260e-03
7.661000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.942106427528013872e-04,1.967852317618724260e-03
7.662000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.940939876511607180e-04,1.967852317618724260e-03
7.663000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.939773629822527715e-04,1.967852317618724260e-03
7.664000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.938607687341708396e-04,1.967852317618724260e-03
7.665000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.937442048950130927e-04,1.967852317618724260e-03
7.666000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.936276714528867005e-04,1.967852317618724260e-03
7.667000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.935111683959004588e-04,1.967852317618724260e-03
7.668000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.933946957121729213e-04,1.967852317618724260e-03
7.669000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.932782533898295805e-04,1.967852317618724260e-03
7.670000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.931618414169967962e-04,1.967852317618724260e-03
7.671000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.930454597818137221e-04,1.967852317618724260e-03
7.672000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.929291084724202705e-04,1.967852317618724260e-03
7.673000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.928127874769675211e-04,1.967852317618724260e-03
7.674000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.926964967836079632e-04,1.967852317618724260e-03
7.675000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.925802363805031931e-04,1.967852317618724260e-03
7.676000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.924640062558210959e-04,1.967852317618724260e-03
7.677000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.923478063977325920e-04,1.967852317618724260e-03
7.678000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.922316367944195525e-04,1.967852317618724260e-03
7.679000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.921154974340648244e-04,1.967852317618724260e-03
7.680000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.919993883048625300e-04,1.967852317618724260e-03
7.681000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.918833093950097194e-04,1.967852317618724260e-03
7.682000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.917672606927089718e-04,1.967852317618724260e-03
7.683000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.916512421861711064e-04,1.967852317618724260e-03
7.684000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.915352538636129058e-04,1.967852317618724260e-03
7.685000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.914192957132553805e-04,1.967852317618724260e-03
7.686000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.913033677233283235e-04,1.967852317618724260e-03
7.687000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.911874698820662979e-04,1.967852317618724260e-03
7.688000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.910716021777078787e-04,1.967852317618724260e-03
7.689000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.909557645985029164e-04,1.967852317618724260e-03
7.690000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.908399571327009362e-04,1.967852317618724260e-03
7.691000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.907241797685643654e-04,1.967852317618724260e-03
7.692000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.906084324943561734e-04,1.967852317618724260e-03
7.693000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.904927152983481116e-04,1.967852317618724260e-03
7.694000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.903770281688172441e-04,1.967852317618724260e-03
7.695000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.902613710940472484e-04,1.967852317618724260e-03
7.696000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.901457440623272233e-04,1.967852317618724260e-03
7.697000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.900301470619533147e-04,1.967852317618724260e-03
7.698000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.899145800812267642e-04,1.967852317618724260e-03
7.699000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.897990431084549937e-04,1.967852317618724260e-03
7.700000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.896835361319527973e-04,1.967852317618724260e-03
7.701000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.895680591400380050e-04,1.967852317618724260e-03
7.702000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.894526121210395058e-04,1.967852317618724260e-03
7.703000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.893371950632874895e-04,1.967852317618724260e-03
7.704000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.892218079551201691e-04,1.967852317618724260e-03
7.705000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.891064507848810703e-04,1.967852317618724260e-03
7.706000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.889911235409210912e-04,1.967852317618724260e-03
7.707000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.888758262115964426e-04,1.967852317618724260e-03
7.708000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.887605587852690815e-04,1.967852317618724260e-03
7.709000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.886453212503063860e-04,1.967852317618724260e-03
7.710000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.885301135950839741e-04,1.967852317618724260e-03
7.711000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.884149358079827764e-04,1.967852317618724260e-03
7.712000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.882997878773877349e-04,1.967852317618724260e-03
7.713000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.881846697916910560e-04,1.967852317618724260e-03
7.714000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.880695815392912343e-04,1.967852317618724260e-03
7.715000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.879545231085939202e-04,1.967852317618724260e-03
7.716000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.878394944880069325e-04,1.967852317618724260e-03
7.717000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.877244956659499078e-04,1.967852317618724260e-03
7.718000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.876095266308437837e-04,1.967852317618724260e-03
7.719000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.874945873711152441e-04,1.967852317618724260e-03
7.720000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.873796778752008393e-04,1.967852317618724260e-03
7.721000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.872647981315405887e-04,1.967852317618724260e-03
7.722000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.871499481285808003e-04,1.967852317618724260e-03
7.723000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.870351278547737453e-04,1.967852317618724260e-03
7.724000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.869203372985780915e-04,1.967852317618724260e-03
7.725000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.868055764484566268e-04,1.967852317618724260e-03
7.726000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.866908452928810294e-04,1.967852317618724260e-03
7.727000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.865761438203263387e-04,1.967852317618724260e-03
7.728000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.864614720192762675e-04,1.967852317618724260e-03
7.729000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.863468298782187574e-04,1.967852317618724260e-03
7.730000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.862322173856472789e-04,1.967852317618724260e-03
7.731000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.861176345300621334e-04,1.967852317618724260e-03
7.732000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.860030812999687179e-04,1.967852317618724260e-03
7.733000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.858885576838782840e-04,1.967852317618724260e-03
7.734000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.857740636703112990e-04,1.967852317618724260e-03
7.735000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.856595992477908326e-04,1.967852317618724260e-03
7.736000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.855451644048445078e-04,1.967852317618724260e-03
7.737000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.854307591300108983e-04,1.967852317618724260e-03
7.738000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.853163834118280354e-04,1.967852317618724260e-03
7.739000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.852020372388481537e-04,1.967852317618724260e-03
7.740000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.850877205996194761e-04,1.967852317618724260e-03
7.741000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.849734334827058383e-04,1.967852317618724260e-03
7.742000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.848591758766699913e-04,1.967852317618724260e-03
7.743000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.847449477700837939e-04,1.967852317618724260e-03
7.744000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.846307491515243088e-04,1.967852317618724260e-03
7.745000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.845165800095744534e-04,1.967852317618724260e-03
7.746000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.844024403328223493e-04,1.967852317618724260e-03
7.747000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.842883301098645749e-04,1.967852317618724260e-03
7.748000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.841742493293005276e-04,1.967852317618724260e-03
7.749000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.840601979797360014e-04,1.967852317618724260e-03
7.750000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.839461760497837294e-04,1.967852317618724260e-03
7.751000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.838321835280630581e-04,1.967852317618724260e-03
7.752000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.837182204031985384e-04,1.967852317618724260e-03
7.753000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.836042866638172148e-04,1.967852317618724260e-03
7.754000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.834903822985577327e-04,1.967852317618724260e-03
7.755000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.833765072960614480e-04,1.967852317618724260e-03
7.756000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.832626616449753545e-04,1.967852317618724260e-03
7.757000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.831488453339517587e-04,1.967852317618724260e-03
7.758000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.830350583516532667e-04,1.967852317618724260e-03
7.759000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.829213006867400997e-04,1.967852317618724260e-03
7.760000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.828075723278884165e-04,1.967852317618724260e-03
7.761000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.826938732637717739e-04,1.967852317618724260e-03
7.762000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.825802034830726190e-04,1.967852317618724260e-03
7.763000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.824665629744808800e-04,1.967852317618724260e-03
7.764000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.823529517266906052e-04,1.967852317618724260e-03
7.765000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.822393697284015889e-04,1.967852317618724260e-03
7.766000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.821258169683190466e-04,1.967852317618724260e-03
7.767000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.820122934351554578e-04,1.967852317618724260e-03
7.768000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.818987991176294823e-04,1.967852317618724260e-03
7.769000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.817853340044628152e-04,1.967852317618724260e-03
7.770000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.816718980843846329e-04,1.967852317618724260e-03
7.771000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.815584913461297495e-04,1.967852317618724260e-03
7.772000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.814451137784414360e-04,1.967852317618724260e-03
7.773000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.813317653700623129e-04,1.967852317618724260e-03
7.774000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.812184461097480109e-04,1.967852317618724260e-03
7.775000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.811051559862550283e-04,1.967852317618724260e-03
7.776000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.809918949883473443e-04,1.967852317618724260e-03
7.777000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.808786631047939254e-04,1.967852317618724260e-03
7.778000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.807654603243730623e-04,1.967852317618724260e-03
7.779000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.806522866358630457e-04,1.967852317618724260e-03
7.780000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.805391420280511651e-04,1.967852317618724260e-03
7.781000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.804260264897321910e-04,1.967852317618724260e-03
7.782000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.803129400097027372e-04,1.967852317618724260e-03
7.783000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.801998825767676574e-04,1.967852317618724260e-03
7.784000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.800868541797354913e-04,1.967852317618724260e-03
7.785000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.799738548074250788e-04,1.967852317618724260e-03
7.786000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.798608844486549346e-04,1.967852317618724260e-03
7.787000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.797479430922549573e-04,1.967852317618724260e-03
7.788000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.796350307270556961e-04,1.967852317618724260e-03
7.789000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.795221473418973496e-04,1.967852317618724260e-03
7.790000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.794092929256227186e-04,1.967852317618724260e-03
7.791000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.792964674670831690e-04,1.967852317618724260e-03
7.792000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.791836709551357045e-04,1.967852317618724260e-03
7.793000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.790709033786396056e-04,1.967852317618724260e-03
7.794000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.789581647264632603e-04,1.967852317618724260e-03
7.795000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.788454549874797185e-04,1.967852317618724260e-03
7.796000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.787327741505683186e-04,1.967852317618724260e-03
7.797000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.786201222046123019e-04,1.967852317618724260e-03
7.798000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.785074991385022824e-04,1.967852317618724260e-03
7.799000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.783949049411339700e-04,1.967852317618724260e-03
7.800000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.782823396014089292e-04,1.967852317618724260e-03
7.801000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.781698031082347958e-04,1.967852317618724260e-03
7.802000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.780572954505238680e-04,1.967852317618724260e-03
7.803000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.779448166171950575e-04,1.967852317618724260e-03
7.804000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.778323665971715043e-04,1.967852317618724260e-03
7.805000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.777199453793857811e-04,1.967852317618724260e-03
7.806000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.776075529527697016e-04,1.967852317618724260e-03
7.807000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.774951893062677647e-04,1.967852317618724260e-03
7.808000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.773828544288255534e-04,1.967852317618724260e-03
7.809000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.772705483093958066e-04,1.967852317618724260e-03
7.810000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.771582709369369008e-04,1.967852317618724260e-03
7.811000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.770460223004127422e-04,1.967852317618724260e-03
7.812000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.769338023887915737e-04,1.967852317618724260e-03
7.813000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.768216111910508538e-04,1.967852317618724260e-03
7.814000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.767094486961702097e-04,1.967852317618724260e-03
7.815000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.765973148931354483e-04,1.967852317618724260e-03
7.816000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.764852097709390985e-04,1.967852317618724260e-03
7.817000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.763731333185797610e-04,1.967852317618724260e-03
7.818000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.762610855250592889e-04,1.967852317618724260e-03
7.819000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.761490663793879922e-04,1.967852317618724260e-03
7.820000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.760370758705791081e-04,1.967852317618724260e-03
7.821000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.759251139876543307e-04,1.967852317618724260e-03
7.822000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.758131807196400161e-04,1.967852317618724260e-03
7.823000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.757012760555644721e-04,1.967852317618724260e-03
7.824000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.755893999844669567e-04,1.967852317618724260e-03
7.825000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.754775524953906313e-04,1.967852317618724260e-03
7.826000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.753657335773818013e-04,1.967852317618724260e-03
7.827000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.752539432194953372e-04,1.967852317618724260e-03
7.828000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.751421814107905551e-04,1.967852317618724260e-03
7.829000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.750304481403333844e-04,1.967852317618724260e-03
7.830000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.749187433971924652e-04,1.967852317618724260e-03
7.831000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.748070671704466289e-04,1.967852317618724260e-03
7.832000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.746954194491752491e-04,1.967852317618724260e-03
7.833000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.745838002224669153e-04,1.967852317618724260e-03
7.834000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.744722094794132525e-04,1.967852317618724260e-03
7.835000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.743606472091138004e-04,1.967852317618724260e-03
7.836000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.742491134006714600e-04,1.967852317618724260e-03
7.837000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.741376080431976971e-04,1.967852317618724260e-03
7.838000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.740261311258065800e-04,1.967852317618724260e-03
7.839000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.739146826376191154e-04,1.967852317618724260e-03
7.840000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.738032625677593463e-04,1.967852317618724260e-03
7.841000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.736918709053624827e-04,1.967852317618724260e-03
7.842000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.735805076395638429e-04,1.967852317618724260e-03
7.843000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.734691727595068770e-04,1.967852317618724260e-03
7.844000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.733578662543387211e-04,1.967852317618724260e-03
7.845000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.732465881132149685e-04,1.967852317618724260e-03
7.846000000000000000e+03,1.000000000000000000e+00,5.940750550836288542e-04,8.731353383252944645e-04,1.967852317618724260e-03
